path,category,baseline_lines,current_lines,baseline_sha256,current_sha256,syntax_check,reference_check,review_scope,notes
app/agents/proactive_coworker_daemon.py,source_or_support,117,114,2d92aefdf331430f6dc7aa5b392110aba3e1d640bca3cda74f9e0d702ad8712d,fc8704b2ec11c427843500f8ce2880ce73548fb80d7420f57a9bd6950203c045,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/agents/self_evolving_agent.py,source_or_support,363,360,7b1183438cfb93777a59365dcda67c5d14b815f05ef3b821d0eb64df7ffad703,7357a9c10de1c5fb84d9e4ed0e986cdcf065606976e2fa5e25a30cda07537ef6,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/api/__init__.py,source_or_support,1,1,133959952f1ead3966cd7a1024eb6609a7d4276316aa9a32739862de70ab7332,133959952f1ead3966cd7a1024eb6609a7d4276316aa9a32739862de70ab7332,passed,package/export surface; graph absence is not dead-code evidence,static scan; no exhaustive per-line manual semantic review claimed,
app/api/os_browser_automation.py,source_or_support,282,282,ad9d75a8d809c49ed8b9f2993b7000e5111d714dc078a868567e1c9e99e3ca83,87aa81f1ffcc9efe74a0aa648ee174487216f8e7abf2cb783cc2e509ee990dbf,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/api/owner_control_autonomy.py,source_or_support,1003,1003,0eda89fad93770c9d827cb74459a8fc058a7a13c5928e7b21cbc970aa8d3fcfc,0eda89fad93770c9d827cb74459a8fc058a7a13c5928e7b21cbc970aa8d3fcfc,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/api/self_awareness.py,source_or_support,179,179,cc74684e1bde144ad0550a5f6c0b1dd9b4784092e65daa31e4319221a79fb915,cc74684e1bde144ad0550a5f6c0b1dd9b4784092e65daa31e4319221a79fb915,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/api/vault.py,source_or_support,92,92,95f7adcaea56fab847b603487e102456da302ca0fd46dc531753656262476e91,61774d945a8db540a779b19fa704924d4503726732eda3d5c3be24ba59b687e4,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/__init__.py,source_or_support,100,100,ea4623fc41b791669f653e34d8b617516295ddd2dee3e3499ef6eb7ca87cb96a,ea4623fc41b791669f653e34d8b617516295ddd2dee3e3499ef6eb7ca87cb96a,passed,package/export surface; graph absence is not dead-code evidence,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/action_outcomes.py,source_or_support,242,242,61f3cdc85b076f270dddd900e904d924ff6003eb9cb61d3570385292223aa757,61f3cdc85b076f270dddd900e904d924ff6003eb9cb61d3570385292223aa757,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/action_planner.py,source_or_support,338,338,61abee9fc659018c61d6eb50919eb363cbf54cecbfeba1c4b85dc1aa5a24377c,61abee9fc659018c61d6eb50919eb363cbf54cecbfeba1c4b85dc1aa5a24377c,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/action_proposal.py,source_or_support,370,370,116e8bf6ab38ca8a6a529b80dbdfafd50b723cf553e6ec59eb0d97ed746b19b3,d1f3ffd6f540c7456d3dbcdb769d733028e68d907355e94cd68ee983b025e1b9,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/action_selection.py,source_or_support,363,363,1040a40895c823c12dc34e9f0e986acd6a03944493c9d1a5633b35af7e5d492e,1040a40895c823c12dc34e9f0e986acd6a03944493c9d1a5633b35af7e5d492e,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/adaptive_autonomy.py,source_or_support,156,156,7383e844d5b9e9e17936cb13b8956b390b9b89d6a8a015acaff09e2beabf406b,7383e844d5b9e9e17936cb13b8956b390b9b89d6a8a015acaff09e2beabf406b,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/advanced_cognitive_capabilities.py,source_or_support,1833,1833,295a49bc5243d9d1b221dfb6c9f3ca37afec59677e625a49b24c8a73dd4d026a,380bf25e3652c57056c78be998446e8154cc8d9e9f09105cb41600a131441d50,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/analogical_memory.py,source_or_support,287,287,bab74f44b941d8d38f9c35b2cc2f1c1a64ef1a460fcdf7b099d28a2068dfb5d9,bab74f44b941d8d38f9c35b2cc2f1c1a64ef1a460fcdf7b099d28a2068dfb5d9,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/approval_store.py,source_or_support,208,208,ece44c5bb5fabe23304e2c7525d48e14aafd1acf7af9485e2fbab30027ebf581,ece44c5bb5fabe23304e2c7525d48e14aafd1acf7af9485e2fbab30027ebf581,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/associative_memory.py,source_or_support,298,298,502cd3eb8a94c1d397d22994f2a4bab783d964d1748c981a709086ccefdcee9d,9a0c0c107a43493de05fd4bd217c15ca57e258139d74884e10d40a6af9fef064,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/attention_manager.py,source_or_support,43,43,7b0e6441ba471abe041a4e825eae3a9400fe5e9790abaf6af1c511bb76b6fb01,12d544c9bb72d3095d21a0a93aac4a1a8ec0537c8bd1cdbd99c6e82285a13d87,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/autonomous_goal_executor.py,source_or_support,999,999,7e8eb7147a57a006802d3801587099c22ed54d2d234e938852abe60d0b59db52,682d580d60d08b5ae8978a5b700911800c3f626c301b7e7e808284e07bf985bc,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/autonomous_goal_generator.py,source_or_support,1144,1144,162b7142ad8d6226165b6610d7b5b275e3d5601573d92f8591e1a573d27509b3,e4136a22a03ad4f5b6e34ed22ed82b071db68aa4e8979e8780a53c1ccfb2b6a6,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/autonomous_operator.py,retained_unwired_feature,458,458,00e6eb003664cbdda58eab4428a3b2c52bb9ce9ff24f0244c661feb61cf55f18,6bffd9973de5b83ab1984ccb57144a858cff4c8c8aba39be168d95bd2be11037,passed,no known-root import path found; review required,targeted finding/import review + regression checks,Separate prototype approval/task queue; not the live owner-control/executor path. Preserved by owner decision.
app/cognition/autonomy_allocator.py,source_or_support,32,32,480f969d9b8a3edb322ec10ed13a031a962e766ededd762285798444bd8cd39f,480f969d9b8a3edb322ec10ed13a031a962e766ededd762285798444bd8cd39f,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/autonomy_envelope.py,source_or_support,58,58,5063d158e605ed0eec877e37eec3c320402516f62e06c8e776163530bd7258cd,5063d158e605ed0eec877e37eec3c320402516f62e06c8e776163530bd7258cd,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/autonomy_lease.py,source_or_support,27,27,fc4753496adfd3903caa1ce58ea3020e9ff04cf0b67b5ea8d699577e00f5b3f5,fc4753496adfd3903caa1ce58ea3020e9ff04cf0b67b5ea8d699577e00f5b3f5,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/autonomy_preemption.py,source_or_support,63,63,edb1244ef11ade24b548109d72eaa7eb0549e818168b79e9832f06a69be211db,47917e0b110956a8c9c5a9279419d8f1395370b638d304bf7b5647396a596d39,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/autonomy_run_ledger.py,source_or_support,89,89,c5ab75ae31029297c314fd8588151faa7d252ea0f623c26b0b96b598628c35d4,27348a3425a35238620128fb360f4ac6cd5d05bc86125f86a58e56b2d9bd599e,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/autonomy_schedule.py,source_or_support,89,89,82b73c45bf414ebed7cc7e8d6d8358f51d50750f30289b68663e57bb6d2d2647,82b73c45bf414ebed7cc7e8d6d8358f51d50750f30289b68663e57bb6d2d2647,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/belief_engine.py,source_or_support,239,239,242672715058909acbebdc74e17c64ba58c235a9cde9d100a5a340c541631120,9a92891f2077f76dc31f6d562b9997046e4e3091b89c9fc70bfa03936cc51833,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/beliefs.py,source_or_support,453,453,7311e10e261a87bf7715206dc621f1a2643338300e4fe96f2352e87fb6776221,824cdcfe611971f1ced7121923c7a43e91cbbd83addffc876f3afe09dc43e59f,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/blackboard.py,source_or_support,79,79,46b8828e581fa606e94385320946b42ba54a30348148c40dd0459cfc131fc06c,02ed711d8c8cd71d2d41514c3128692f03e5fbf441d3930f49fd14801a9d38f9,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/browser_adapters.py,source_or_support,171,170,8bb921e6ef4b12efb1368fbf7c6caa0f246329f181cfa301ff03edee527aa6c4,6bf60fe6645b28f6d0f8066c0f9782f5fcd3698c9175674229c86558e92c2e8c,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/browser_grounding.py,source_or_support,52,52,96217fe274d2c292365ad2722fcb7f21694556a32acd8321c815127191a27a77,6555539f7462709b2ca82e9f9b089e74f895ce451084d1a485f624f565a3db49,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/capability_factory.py,source_or_support,70,70,163cd137268db9a73dd61a227d431a8400cf42c66a498af71a7a19a079417598,163cd137268db9a73dd61a227d431a8400cf42c66a498af71a7a19a079417598,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/capability_resolver.py,source_or_support,333,333,05fa9489107bd5640c5b5e374c0eca150dc537d13396985fcf2b37e702303b2d,05fa9489107bd5640c5b5e374c0eca150dc537d13396985fcf2b37e702303b2d,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/causal_inference.py,source_or_support,828,828,87a6c5586b3f23e9a5c7c39a661f7f23f51d8da199b23539f5db8ab20c95b25b,87a6c5586b3f23e9a5c7c39a661f7f23f51d8da199b23539f5db8ab20c95b25b,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/checkpoint.py,source_or_support,293,293,6bf3ff0450e2ee1702a291fbfd1b5ffcac70666fb9d56272ee50a11e6a02fd35,6bf3ff0450e2ee1702a291fbfd1b5ffcac70666fb9d56272ee50a11e6a02fd35,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/cognitive_pipeline.py,source_or_support,130,130,4253926cf8f36fa5895b2d0e1980788c554acb80e180513124aed16b9134e230,ef206149ae0fbdcb8208b3534af8edbf18903b6cce6ad1f889cb1f505e193d44,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/cognitive_router.py,retained_unwired_feature,67,67,011d986a2aa1e0240610969b4b4b569437a753c5da97c9daf251658e6e722886,011d986a2aa1e0240610969b4b4b569437a753c5da97c9daf251658e6e722886,passed,no known-root import path found; review required,static scan; no exhaustive per-line manual semantic review claimed,Prototype request router; not the live reasoning/manifest routing authority. Preserved by owner decision.
app/cognition/cognitive_state.py,source_or_support,112,112,bd7b47a16039c23de071621fa1f00bf151dad6999499d0246bed9ff6358543ef,bd7b47a16039c23de071621fa1f00bf151dad6999499d0246bed9ff6358543ef,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/commitment_ledger.py,source_or_support,279,279,d4c24fda067b9a88dc138def97b88d5a846a51c02bbc75447a4864a53140a9fb,d4c24fda067b9a88dc138def97b88d5a846a51c02bbc75447a4864a53140a9fb,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/common_sense/__init__.py,source_or_support,16,16,bb50b39e8a28a76a627e0202d70e6ebe9df97fe12506dd078a9717ee04b73462,bb50b39e8a28a76a627e0202d70e6ebe9df97fe12506dd078a9717ee04b73462,passed,package/export surface; graph absence is not dead-code evidence,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/common_sense/causal_knowledge.py,source_or_support,80,80,fc07f5c073cafb2705f2bf88f24461870f9d9fd597d712ad3f09faddb24875c8,fc07f5c073cafb2705f2bf88f24461870f9d9fd597d712ad3f09faddb24875c8,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/common_sense/common_sense_knowledge_base.py,source_or_support,333,333,4a44aade52cf6b45b5629c374caf681a3a264b7efaf5d633021f813c63cf42b7,154de9d9aafb30f47cd7c840df033d6e2e52555737d05d0656be5576de80bffd,passed,import/literal dynamic-import path from known roots; not proof every method executes,targeted finding/import review + regression checks,
app/cognition/common_sense/everyday_knowledge.py,source_or_support,127,127,748bc4e5568aad72511f7bece6fd02694a53cca47313f122a2cec48f084f4a3d,748bc4e5568aad72511f7bece6fd02694a53cca47313f122a2cec48f084f4a3d,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/common_sense/human_behavior.py,source_or_support,123,123,67bb0b5f2f13c86868cc9c3712420d075f50f433af58b0e6a578e3b981aad59b,67bb0b5f2f13c86868cc9c3712420d075f50f433af58b0e6a578e3b981aad59b,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/common_sense/physical_world.py,source_or_support,214,214,eaf06a03a6666779bc535ee5772e6d40ef34c188c27cfeb0425bb66bd117a204,eaf06a03a6666779bc535ee5772e6d40ef34c188c27cfeb0425bb66bd117a204,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
app/cognition/common_sense/spatial_knowledge.py,source_or_support,117,117,42ddf9d9daa1a8b980f1312d8572e6035c42142568b576ff1d9a9aaafe47e158,42ddf9d9daa1a8b980f1312d8572e6035c42142568b576ff1d9a9aaafe47e158,passed,import/literal dynamic-import path from known roots; not proof every method executes,static scan; no exhaustive per-line manual semantic review claimed,
